Question,Answer
Apakah barang yang ditimbun di Gudang Berikat bisa dikeluarkan ke tempat lain dalam Daerah Pabean (TLDDP)?,"Bisa, barang timbun di Gudang Berikat yang dikeluarkan ke tempat lain dalam Daerah Pabean (TLDDP) wajib dilunasi Bea Masuk, Cukai, dan/atau PDRI atas barang tersebut.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apakah bisa dilakukan kredit pajak atas pelunasan PDRI atas pengeluaran barang dari Gudang Berikat dengan tujuan dimpor untuk dipakai?,"Bisa, pelunasan PDRI yang dilunasi dengan melampirkan dokumen kepabeanan dapat dikreditkan dan dilaporkan dalam SPT Masa PPN dan Masa Pajak terjadinya pelunasan sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan.
Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, atau PDGB wajib membuat faktur pajak dan memungut PPN atau PPN dan PPnBM sesuai dengan ketentuan peraturan perundang-undangan di bidang perpajakan.
(Sesuai dengan PMK 155/PMK.04/2019)"
"Nilai apakah yang digunakan untuk menjadi dasar perhitungan Bea Masuk, Cukai, dan PDRI atas pengeluaran barang berupa bahan baku dan bahan penolong dari Gudang Berikat ke tempat lain di dalam Daerah Pabean (TLDDP)?","Dasar yang digunakan untuk menghitung besarnya pengenaan Bea Masuk, Cukai, dan PDRI atas pengeluaran barang dari Gudang Berikat ke tempat lain dalam Daerah Pabean adalah sebagai berikut:Bea Masuk dihitung berdasarkan:nilai pabean dan klasifikasi yang berlaku pada saat barang impor dimasukkan ke Gudang Berikat; dan
pembebanan pada saat pemberitahuan pabean impor untuk dipakai didaftarkan;

Cukai berdasarkan ketentuan peraturan perundang-undangan di bidang Cukai; dan
PDRI dihitung berdasarkan:nilai impor yang berlaku pada saat barang impor dimasukkan ke Gudang Berikat; dan
tarif pada saat pemberitahuan pabean impor untuk dipakai didaftarkan.

(Sesuai dengan PMK 155/PMK.04/2019)"
"Nilai apakah yang digunakan untuk menjadi dasar perhitungan Bea Masuk, Cukai, dan PDRI atas barang berupa forklift, alat ukur, dan peralatan lain untuk kegiatan sederhana serta hasil perusakan barang impor yang dikeluarkan dari Gudang Berikat ke tempat lain di dalam Daerah Pabean (TLDDP)?","Dasar yang digunakan untuk menghitung besarnya pengenaan Bea Masuk, Cukai, dan PDRI atas pengeluaran barang dari Gudang Berikat ke tempat lain dalam Daerah Pabean adalah sebagai berikut:Bea Masuk dihitung berdasarkan:nilai pabean sesuai dengan harga jual pada saat pengeluaran barang dari Gudang Berikat ke tempat lain dalam Daerah Pabean;
klasifikasi barang yang dikeluarkan dari Gudang Berikat ke tempat lain dalam Daerah Pabean; dan
pembebanan pada saat pemberitahuan pabean impor untuk dipakai didaftarkan;

Cukai dihitung berdasarkan ketentuan peraturan perundang-undangan di bidang Cukai; dan
PDRI dihitung berdasarkan harga jual dan tarif pada saat pengeluaran barang dari Gudang Berikat ke tempat lain dalam Daerah Pabean.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apakah bisa dilakukan pemasukan sementara kemasan yang dipakai berulang (returnable package) ke Gudang Berikat?,"Bisa, Pengusaha Gudang Berikat atau PDGB dapat memasukkan sementara barang berupa pengemas untuk penggunaan kemasan yang dipakai berulang (returnable package).
(Sesuai dengan PMK 155/PMK.04/2019)"
Bagaimana ketentuan pengeluaran sementara barang dari Gudang Berikat menuju tempat lain dalam Daerah Pabean (TLDDP)?,"Pengeluaran sementara dari Gudang Berikat ke tempat lain dalam Daerah Pabean (TLDDP) dapat dilakukan dengan ketentuan:
Pengeluaran sementara dilakukan dalam rangka:perbaikan/reparasi; dan/atau
penggunaan kemasan yang dipakai berulang (returnable package);

Pengeluaran sementara dilakukan setelah mendapat persetujuan dari Kepala Kantor Pabean dengan menetapkan batas waktu pemasukan kembali barang ke Gudang Berikat;
Permohonan pengeluaran sementara diajukan dengan melampirkan:fotokopi izin usaha penerima pengeluaran sementara;
perjanjian pekerjaan paling kurang memuat informasi mengenai uraian dan jangka waktu pengeluaran sementara;
rincian pungutan Bea Masuk, Cukai, dan/atau PDRI; dan
surat pernyataan dari penerima pengeluaran sementara untuk bersedia dilakukan pemeriksaan oleh Pejabat Bea dan Cukai;

Keputusan persetujuan atau penolakan atas permohonan pengeluaran sementara disampaikan dalam waktu paling lama:5 (lima) jam kerja setelah permohonan diterima secara lengkap dalam hal permohonan diajukan secara elektronik melalui SKP; atau
2 (dua) hari kerja setelah permohonan diterima secara lengkap dalam hal permohonan diajukan secara tertulis;

Persetujuan pengeluaran sementara oleh Kepala Kantor Pabean dapat dilakukan perubahan atau perpanjangan berdasarkan permohonan dari Pengusaha Gudang Berikat atau PDGB;
Pengeluaran sementara dilakukan
dengan menyerahkan jaminan sebesar Bea Masuk, Cukai, dan PDRI yang terutang, dalam hal barang yang dikeluarkan sementara berasal dari luar Daerah Pabean.
(Sesuai dengan PMK 155/PMK.04/2019dan PER-18/BC/2019)
Peraturan terkait pengeluaran sementara (BC 2.6.1) dan Pemasukan kembali (BC 2.6.2) diatur lebih lanjut di Pasal 30 dan Pasal 50 PER-07/BC/2021."
Bagaimana jika barang yang dikeluarkan sementara tidak dimasukkan kembali ke Gudang Berikat?,"Dalam hal barang yang dikeluarkan sementara ke tempat lain dalam Daerah Pabean tidak dimasukkan kembali ke Gudang Berikat dalam batas waktu yang ditetapkan oleh Kepala Kantor Pabean, maka:jaminan dicairkan;
Pengusaha Gudang Berikat atau PDGB dikenai sanksi administrasi berupa denda sebesar 100%(seratus persen) dari Bea Masuk yang seharusnya dibayar; dan
Pengusaha Gudang Berikat atau PDGB wajib membuat faktur pajak dan memungut PPN atau PPN dan PPnBM sesuai dengan ketentuan peraturan perundang-undangan.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apakah barang di dalam Gudang Berikat bisa dimusnahkan?,"Bisa, pemusnahan dilakukan setelah mendapat persetujuan dari Kepala Kantor Pabean.
Pemusnahan dapat dilakukan terhadap:
barang yang tidak dapat dipergunakan/dimanfaatkan;
barang yang tidak dapat dipindahtangankan; dan/atau
barang yang berdasarkan proses bisnis perusahaan harus dimusnahkan.
(Sesuai dengan PMK 155/PMK.04/2019 dan PER-18/BC/2019)"
Bagaimana ketentuan pemusnahan barang di Gudang berikat?,"Ketentuan pemusnahan barang di Gudang Berikat adalah sebagai berikut:Pemusnahan dilakukan sedemikian rupa sehingga dapat dipastikan bahwa barang tersebut sudah tidak dapat dipergunakan lagi sesuai peruntukannya semula dan tidak lagi mempunyai nilai ekonomis seperti dibakar, ditimbun, dan lainnya;
Pemusnahan dapat dilakukan di dalam maupun di luar lokasi Gudang Berikat, di bawah pengawasan Pejabat Bea dan Cukai;
Pemusnahan akan dibuatkan berita acara pemusnahan oleh Kantor Pabean sesuai format yang sudah ditentukan;
Dalam hal pemusnahan dilakukan di luar lokasi Gudang Berikat:pengawasan pemusnahan dilakukan oleh Kantor Pabean yang mengawasi lokasi pemusnahan;
persetujuan Kepala Kantor Pabean menjadi dokumen pengangkutan dari Gudang Berikat ke lokasi pemusnahan; dan
atas pengangkutan dari Gudang Berikat ke lokasi pemusnahan dilakukan pengawalan atau pelekatan tanda pengaman.

(Sesuai dengan PMK 155/PMK.04/2019 dan PER-18/BC/2019)"
Bagaimana cara mendapat persetujuan pemusnahan barang di Gudang Berikat?,"Untuk mendapatkan izin pemusnahan, Pengusaha Gudang Berikat atau PDGB mengajukan permohonan kepada Kepala Kantor Pabean secara elektronik melalui SKP atau secara tertulis dengan melampirkan:
daftar rincian barang yang akan dimusnahkan;
dokumen asal barang;
keterangan mengenai alasan pemusnahan, cara pemusnahan, dan
lokasi pemusnahan;
fotokopi izin dari instansi terkait, dalam hal pemusnahan dilakukan di dalam area Gudang Berikat; dan
fotokopi izin perusahaan pengolah limbah dalam hal pemusnahan dilakukan di luar area Gudang Berikat.
Kepala Kantor Pabean melakukan penelitian dan memberikan persetujuan atau penolakan disertai alasan penolakan dalam waktu paling lama:
5 (lima) jam kerja setelah permohonan diterima secara lengkap dalam hal permohonan diajukan secara elektronik melalui SKP; atau
2 (dua) hari kerja setelah permohonan diterima secara lengkap dalam hal permohonan diajukan secara tertulis.
(Sesuai dengan PMK 155/PMK.04/2019 dan PER-18/BC/2019)"
Bagaimana jika barang di Gudang Berikat tidak dapat dimusnahkan?,"Jika barang karena sifat dan bentuknya tidak dapat dimusnahkan maka dilakukan perusakan atas barang tersebut dengan ketentuan:
Pengusaha Gudang Berikat atau PDGB dapat melakukan perusakan setelah mendapat persetujuan dari Kepala Kantor Pabean. Permohonan perusakan diajukan melalui SKP atau secara tertulis dengan melampirkan:daftar rincian barang yang akan dirusak;
keterangan mengenai alasan perusakan dan cara perusakan; dan
dokumen asal barang.

Kepala Kantor Pabean melakukan penelitian dan memberikan persetujuan atau penolakan disertai alasan penolakan dalam waktu paling lama:5 (lima) jam kerja setelah permohonan diterima secara lengkap dalam hal permohonan diajukan secara elektronik.
2 (dua) hari kerja setelah permohonan diterima secara lengkap dalam hal permohonan diajukan secara tertulis.

Perusakan dilakukan dengan merusak kegunaan/fungsi utama secara permanen dengan cara dipotong-potong atau dengan cara lain.
Sisa dari hasil perusakan dapat dikeluarkan dari Gudang Berikat dengan
terlebih dahulu membayar kewajiban Bea Masuk, Cukai, PDRI dan/atau PPN atau PPN dan PPnBM yang terutang.
(Sesuai dengan PMK 155/PMK.04/2019dan PER-18/BC/2019)"
Bagaimana jika terdapat ketidaksesuaian jumlah barang impor yang diberitahukan dalam pemberitahuan pabean untuk pemasukan barang ke Gudang Berikat?,"Jika terdapat ketidaksesuaian jumlah barang impor yang diberitahukan dalam pemberitahuan pabean untuk pemasukan barang ke Gudang Berikat, maka:Jika Pengusaha Gudang Berikat atau PDGB dapat membuktikan bahwa kesalahan tersebut terjadi di luar kemampuannya, maka dapat melakukan:perubahan data pada dokumen pemberitahuan impor barang untuk ditimbun di Tempat Penimbunan Berikat setelah mendapat persetujuan Pejabat; dan/atau
ekspor kembali barang impor dalam hal jumlah barang kedapatan lebih.

Jika Pengusaha Gudang Berikat atau PDGB TIDAK dapat membuktikan bahwa kesalahan tersebut terjadi di luar kemampuannya, maka berlaku ketentuan:jika ditemukan jumlah barang impor yang dibongkar kurang dari yang diberitahukan maka Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, atau PDGB wajib membayar Bea Masuk atas barang impor yang kurang pada saat dibongkar dan dikenai sanksi sesuai dengan peraturan perundangan-undangan;
jika ditemukan jumlah barang impor yang dibongkar lebih dari yang diberitahukan maka Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, atau PDGB dikenai sanksi sesuai dengan peraturan perundangan-undangan.

(Sesuai dengan PMK 155/PMK.04/2019dan PER-18/BC/2019)"
Bagiamana jika barang yang dimasukkan ke Gudang Berikat tidak sesuai dengan kriteria yang ditetapkan?,"Dalam hal ditemukan pemasukan barang tidak memenuhi kriteria barang yang mendapat fasilitas maka Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, atau PDGB wajib membayar Bea Masuk, Cukai, PDRI dan/atau PPN atau PPN dan PPnBM serta izin sebagai Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, dan/atau PDGB dibekukan sampai dengan Bea Masuk, Cukai, PDRI dan/atau PPN atau PPN dan PPnBM yang terutang dilunasi.
(Sesuai dengan PMK 155/PMK.04/2019 dan PER-18/BC/2019)"
Bagiamana kriteria minimal IT Inventory pada Gudang Berikat?,"IT Inventory untuk pemasukan dan pengeluaran barang pada Gudang Berikat minimal memenuhi kriteria sebagai berikut:
digunakan secara:kontinu; dan
realtime sesuai sistem pengendalian internal (SPI) di Gudang Berikat yang bersangkutan;

paling kurang berisi informasi mengenai:pemasukan barang;
pengeluaran barang;
penyesuaian (adjustment); dan
saldo barang.

dapat menghasilkan laporan yang dapat diakses secara online dari Kantor Pabean dan dari Kantor Pajak berupa:laporan pemasukan barang per dokumen pabean dengan menampilkan data paling kurang:jenis, nomor pendaftaran, serta tanggal dokumen pabean pemasukan barang atau dokumen lainnya yang dipersamakan dengan dokumen pabean pemasukan barang seperti Berita Acara Stock opname saat awal beroperasi sebagai Gudang Berikat;
nomor dan tanggal bukti penerimaan barang di perusahaan;
kode barang, jumlah, satuan, dan nama barang.

laporan pengeluaran barang per dokumen pabean dengan menampilkan data paling kurang;jenis, nomor pendaftaran, serta tanggal dokumen pabean pengeluaran barang atau dokumen lainnya yang dipersamakan dengan dokumen pabean pengeluaran barang seperti Berita Acara Pemusnahan Barang;
nomor dan tanggal bukti pengeluaran barang di perusahaan;
kode barang, jumlah, satuan, dan nama barang.


mencatat riwayat perekaman dan penelusuran kegiatan pengguna;
memiliki kemampuan untuk penelusuran posisi barang (traceability);
pencatatan hanya dapat dilakukan oleh orang yang memiliki akses khusus (authorized access);
perubahan pencatatan dan/atau perubahan data hanya dapat dilakukan oleh orang sesuai dengan kewenangannya;
harus dapat menggambarkan keterkaitan dengan dokumen kepabeanan dengan mencantumkan data jenis, nomor, dan tanggal pemberitahuan pabean.
(Sesuai dengan PMK 155/PMK.04/2019dan PER-18/BC/2019)"
"Apakah izin Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, atau PDGB bisa dilakukan perubahan data?","Bisa, Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, atau PDGB dapat mengajukan permohonan perubahan data berupa:perubahan nama bukan dikarenakan merger atau diakuisisi, alamat, dan/atau Nomor Pokok Wajib Pajak (NPWP);
perubahan nama dan/atau alamat pemilik/penanggung jawab;
perubahan luas lokasi Gudang Berikat;
perubahan jenis barang yang ditimbun;
perubahan daftar perusahaan tujuan distribusi; dan/atau
perubahan nama perusahaan dikarenakan merger atau diakuisisi.
(Sesuai dengan PMK 155/PMK.04/2019 dan PER-18/BC/2019)"
"Bagaimana proses permohonan perubahan data Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, atau PDGB?","Untuk melakukan perubahan data, Penyelenggara Gudang Berikat, pengusaha Gudang Berikat, atau PDGB:Mengajukan permohonan perubahan data secara elektronik melalui SKP atau secara tertulis;
Permohonan dilampiri dengan dokumen pendukung atas perubahan data yang dimohonkan, berupa:atas permohonan perubahan nama bukan dikarenakan merger atau diakuisisi, alamat, dan/atau Nomor Pokok Wajib Pajak (NPWP):perubahan akta pendirian perusahaan yang telah mencantumkan nama perusahaan yang baru dan pengesahannya; dan
Nomor Pokok Wajib Pajak (NPWP), surat pengukuhan pengusaha kena pajak dengan nama perusahaan yang baru.

atas permohonan perubahan nama dan/atau alamat pemilik/penanggung jawab:perubahan akta pendirian perusahaan yang telah mencantumkan nama penanggung jawab yang baru dan pengesahannya; dan
identitas penanggung jawab yang baru.

atas permohonan perubahan luas lokasi Gudang Berikat:Berita acara pemeriksaan dan lokasi dari Kantor Pabean yang mengawasi Gudang Berikat;
Bukti penguasaan lokasi;
Denah atau layout Gudang Berikat sebelum dan sesudah perubahan luas; dan
Rekomendasi dari Penyelenggara Gudang Berikat dalam hal perubahan diajukan oleh PDGB.

atas permohonan perubahan jenis barang yang ditimbun, berupa izin usaha perdagangan, izin usaha industri, atau izin usaha lain yang dipersamakan dengan izin usaha industri.
atas permohonan penambahan daftar tujuan distribusi:kontrak kerja sama antara Gudang Berikat dengan perusahaan tujuan distribusi untuk perusahaan yang mendistribusikan barang ke manajemen yang berbeda; dan
izin kawasan berikat, izin toko bebas bea, izin usaha industri, atau izin usaha lain yang dipersamakan dengan izin usaha industri dari perusahaan tujuan distribusi.

atas permohonan perubahan nama perusahaan dikarenakan merger atau diakuisisi:perubahan akta pendirian perusahaan yang telah mencantumkan nama perusahaan yang baru hasil dari merger atau akuisisi dan pengesahannya;
Nomor Pokok Wajib Pajak (NPWP), surat pengukuhan pengusaha kena pajak dengan nama perusahaan yang baru hasil dari merger atau akuisisi; dan
izin usaha industri yang baru hasil dari merger atau akuisisi.


Atas permohonan perubahan data, Kepala Kantor Wilayah atau Kepala Kantor Pelayanan Utama menerbitkan persetujuan atau penolakan disertai alasan penolakan dalam waktu paling lama:5 (lima) Jam setelah permohonan diterima secara lengkap dalam hal permohonan diajukan secara elektronik melalui SKP; atau
2 (dua) hari kerja setelah permohonan diterima secara lengkap dalam hal permohonan diajukan secara tertulis.

(Sesuai dengan PMK 155/PMK.04/2019 dan PER-18/BC/2019)"
Hal-hal apa saja yang dilarang di Gudang Berikat?,"Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, atau PDGB, dilarang:
memasukkan barang impor yang tidak sesuai dengan izin Gudang Berikat;
memasukkan barang yang dilarang untuk diimpor;
menimbun barang yang berasal dari tempat lain dalam Daerah Pabean; dan/atau
mengeluarkan barang dengan tujuan yang berbeda dengan tujuan yang tercantum dalam izin Gudang Berikat.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apakah di Gudang Berikat berlaku ketentuan pembatasan?,"Pemasukan barang impor ke Gudang Berikat belum diberlakukan ketentuan pembatasan di bidang impor kecuali instansi teknis terkait secara khusus memberlakukan ketentuan pembatasan yang terkait dengan:
kesehatan;
keselamatan;
keamanan; dan/atau
lingkungan,
yang berdampak langsung di Gudang Berikat.
Pengeluaran barang impor dari Gudang Berikat menuju tempat lain dalam Daerah Pabean yang diimpor untuk dipakai berlaku ketentuan pembatasan dalam hal:
pada saat pemasukannya belum dipenuhi ketentuan pembatasannya; dan
instansi teknis terkait secara khusus memberlakukan ketentuan pembatasan pada saat pengeluaran barang dari Gudang Berikat.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apa yang menyebabkan izin Gudang Berikat dibekukan?,"Izin sebagai Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, dan/atau PDGB, dibekukan oleh Kepala Kantor Pabean jika berdasarkan hasil pemeriksaan dan/atau hasil audit yang dilakukan oleh Direktorat Jenderal Bea dan Cukai, Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, dan/atau PDGB ditemukan:
melakukan kegiatan yang menyimpang dari izin yang diberikan berdasarkan bukti permulaan yang cukup, antara lain berupa:
memasukkan barang impor yang tidak sesuai dengan izin Gudang Berikat;

memasukkan barang yang dilarang untuk diimpor;

menimbun barang yang berasal dari tempat lain dalam Daerah Pabean;

mengeluarkan barang dengan tujuan yang berbeda dengan tujuan yang tercantum dalam izin Gudang Berikat;

tidak memenuhi perlakuan tertentu yang tercantum dalam izin Gudang Berikat;

melakukan pemasukan barang sebelum mendapatkan persetujuan oleh Pejabat Bea dan Cukai atau SKP;

melakukan pengeluaran barang sebelum mendapatkan persetujuan oleh Pejabat Bea dan Cukai atau SKP; dan/atau

melakukan pelanggaran ketentuan peraturan perundang-undangan di bidang perpajakan yang dibuktikan dengan rekomendasi dari Direktorat Jenderal Pajak.


menunjukkan ketidakmampuan dalam menyelenggarakan dan/atau mengusahakan Gudang Berikat, antara lain dengan:
tidak menyelenggarakan pembukuan dalam kegiatan Gudang Berikat;

tidak melakukan kegiatan dalam waktu 6 (enam) bulan berturut-turut;

tidak melunasi utang Bea Masuk, Cukai, dan/atau PDRI dalam batas waktu yang ditentukan;

tidak memenuhi persyaratan fisik Gudang Berikat;

tidak melakukan penyelesaian barang, baik diekspor kembali atau diimpor untuk dipakai, dalam waktu paling lama 30 (tiga puluh) hari terhitung sejak batas waktu penimbunan maksimal 2 tahun terlewati;

tidak melaksanakan kewajiban dan tanggung jawab sebagai Penyelenggara Gudang Berikat, Pengusaha Gudang berikat, atau PDGB; dan/atau

selama 3 (tiga) periode penilaian berturut-turut, Gudang Berikat memiliki profil risiko layanan tinggi.


(Sesuai dengan PMK 155/PMK.04/2019)"
Apa yang menyebabkan izin Gudang Berikat dicabut?,"Izin Gudang Berikat dicabut dalam hal Penyelenggara Gudang Berikat, Pengusaha Gudang Berikat, atau PDGB berdasarkan hasil pemeriksaan dan/atau hasil audit yang dilakukan oleh Direktorat Jenderal Bea dan Cukai ditemukan:hasil pemeriksaan pembekuan izin Gudang Berikat:terbukti telah melakukan kegiatan yang menyimpang dari izin yang diberikan; dan/atau
tidak mampu lagi melakukan penyelenggaraan dan/atau pengusahaan Gudang Berikat.

tidak melakukan kegiatan dalam waktu 12 (dua belas) bulan secara terus menerus;
menggunakan izin usaha perdagangan, izin usaha industri, atau izin usaha lain yang dipersamakan dengan izin usaha industri yang sudah tidak berlaku;
dinyatakan pailit;
bertindak tidak jujur dalam usahanya, antara lain berupa menyalahgunakan fasilitas Gudang Berikat dan/atau melakukan tindak pidana di bidang kepabeanan dan/atau Cukai;
tidak memenuhi daftar cek (check list) persyaratan dalam batas waktu yang telah ditentukan; atau
mengajukan permohonan pencabutan.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apakah ada pelayanan Mandiri pada Gudang Berikat?,"Ada, Pengusaha Gudang Berikat atau PDGB dapat melakukan pelayanan mandiri atas kegiatan operasional di Gudang Berikat yang meliputi:pelekatan dan/atau pelepasan tanda pengaman;
pelayanan pemasukan barang;
pelayanan pembongkaran barang;
pelayanan penimbunan barang;
pelayanan pemuatan barang;
pelayanan pengeluaran barang; dan/atau
pelayanan lainnya.
(Sesuai dengan PMK 155/PMK.04/2019)"
Bagaimana ketentuan untuk memperoleh pelayanan mandiri di Gudang Berikat?,"Pelayanan mandiri pada Gudang Berikat dilakukan dengan ketentuan:ditetapkan oleh Kepala Kantor Pabean dengan berdasarkan:permohonan Pengusaha Gudang Berikat atau PDGB; atau
kewenangan Kepala Kantor Pabean.

penetapan dilakukan dengan mempertimbangkan:Pengusaha Gudang Berikat atau PDGB memiliki profil risiko layanan rendah;
memiliki hasil konfirmasi status wajib pajak sesuai aplikasi yang menunjukkan valid; dan
memenuhi kriteria sebagai berikut:memiliki sertifikat Authorized Economic Operator (AEO) dan/atau sertifikasi lain yang menunjukkan kinerja dan/atau manajemen perusahaan yang baik yang diterbitkan oleh badan atau lembaga yang berwenang;
telah mendayagunakan teknologi informasi untuk pengelolaan pemasukan dan pengeluaran barang (IT Inventory) sesuai kriteria yang ditentukan, serta merupakan subsistem dari sistem informasi akuntansi yang menghasilkan informasi laporan keuangan, dan dapat diintegrasikan dengan SKP.
memiliki kegiatan dengan volume yang tinggi dan memerlukan layanan kepabeanan dan Cukai 24 (dua puluh empat) jam 7 (tujuh) hari; dan/atau
pertimbangan lain oleh Kepala Kantor Pabean berdasarkan Manajemen Risiko.


Pengusaha Gudang Berikat atau PDGB harus menyampaikan laporan pelaksanaan kegiatan pelayanan mandiri melalui SKP.
(Sesuai dengan PMK 155/PMK.04/2019)"
Apakah wajib mengisi e-CD wajib?,"Wajib, setiap Penumpang yang tiba dari luar negeri wajib mengisi e-CD."
Bagaimana cara mengakses e-CD?,e-CD dapat diakses melalui https://ECD.beacukai.go.id/
Apakah itu Electronic Customs Decleration (e-CD)? Apakah setiap orang WAJIB mengisi termasuk WNI?,"Berdasarkan PMK 203/PMK.04/2017 Customs Declaration adalah pemberitahuan pabean atas impor barang yang dibawa penumpang atau awak sarana pengangkut.
Untuk pengisiannya WAJIB bagi penumpang maupun awak sarana pengangkut yang datang dari luar daerah pabean termasuk bagi WNI.
e-CD dapat diisi 2 (dua) hari sebelum kedatangan sampai dengan 1 (satu) hari setelah kedatangan. Pengisian e-CD dilakukan melalui link https://ECD.beacukai.go.id/atau melakukan pemindaian pada QR Code yang tersedia saat tiba di Indonesia serta melengkapi data isian yang diperlukan, kemudian dipindai di area pemeriksaan Bea Cukai."
"Apakah perlu mengisi e-CD, jika tidak membawa barang yang harus diberitahukan?","Ya, tetap harus mengisi. Sesuai dengan PMK 203/PMK.04/2017 tentang Ketentuan Ekspor dan Impor Barang Bawaan Penumpang dan Awak Sarana Pengangkut, bahwa setiap penumpang wajib menyampaikan pemberitahuan pabean. Dan saat ini pemberitahuan pabean disampaikan melalui Electronic Customs Declaration (e-CD)."
Bagaimana cara pengisian e-CD untuk keluarga yang berpergian bersama?,Pengisian e-CD dapat dilakukan oleh salah satu anggota keluarga dengan mengisi data anggota keluarga yang bepergian bersama. Tidak ada batasan maksimal jumlah anggota keluarga yang diisikan.
Apakah e-CD hanya untuk kedatangan saja? Untuk keberangkatan dari Indonesia ke Luar Negeri apakah kita perlu isi e-CD juga?,"Betul, e-CD hanya untuk kedatangan dari Luar Negeri. e-CD merupakan pemberitahuan pabean atas impor barang yang dibawa penumpang atau awak sarana pengangkut. Jika hendak mendaftarkan fasilitas, maka mengisi SPMB pada saat keberangkatan."
"Terkait kolom flight number pada e-CD, apa yang harus diisikan di kolom tersebut?",Diisi dengan kode nomor penerbangan pada saat kedatangan dari luar negeri di bandara Indonesia yang tertera pada boarding pass.
"Pengisian kolom number of accompanied baggage (jumlah bagasi yang dibawa) pada e-CD, apakah jumlah bagasinya saja atau juga dengan tas barang bawan yang tidak dibagasikan?",Diisi jumlah bagasi yang datang bersamaan dengan penumpang.
"Pengisian kolom unaccompanied baggage (Jumlah bagasi yang datang tidak bersamaan) pada e-CD, ini maksudnya apa?",Unaccompanied baggage adalah bagasi penumpang yang tidak datang bersamaan dengan penumpang. Misal karena bagasi tertinggal atau ada salah pengiriman dari maskapai.
"Pengisian kolom bagasi pada e-CD, apakah mengisi 1 atau 01 berpengaruh?",Tidak berpengaruh. Dapat diisi dengan keduanya.
"Jumlah anggota keluarga pada e-CD, apakah penumpang yang mengisi termasuk dalam hitungan?",Jumlah anggota keluarga yang diisi tidak termasuk dengan data penumpang yang pada halaman pertama/sebelumnya.
"Tekait dengan kolom Occupation pada e-CD, apakah maksudnya?",Kolom occupation diisi dengan pekerjaan penumpang saat ini.
"Jika penerbangan transit, kolom place of arrival pada e-CD diisi tempat landing atau tempat tujuan?",Place of Arrival diisi dengan tempat landing/mendarat (bandara kedatangan pertama saat tiba di Indonesia).
Apakah halaman akhir agreement box pada e-CD harus dicentang di kolomnya?,Kolom agreement box wajib dicentang oleh penumpang sebagai agreement/persetujuan sebelum mendapatkan QR Code pengisian e-CD.
"Saya sudah isi e-CD dan memperoleh QR Code, selanjutnya bagaimana?",Silahkan tunjukkan QR Code tersebut untuk dipindai di area pemeriksaan/penjaluran Bea Cukai.
"Saya tidak sempat simpan/screenshot QR Code e-CD, apa harus mengisi kembali?","Tidak perlu mengisi kembali, QR Code dapat dilihat di pesan masuk pada e-mail yang dicantumkan saat mengisi e-CD.
Pengisian ulang diperlukan dalam hal pesan masuk pengisian e-CD tidak atau belum diterima, dengan cara membuka kembali form e-CD saat pengisian pertama dilakukan."
"Terkait pengisian kolom email pada e-CD, bagaimana kalau saya tidak memiliki email?",Pengisian kolom email pada e-CD wajib diisi oleh penumpang.
Apa perbedaan antara Jalur Merah dan Jalur Hijau?,"Jalur merah perlu dilakukan Pemeriksaan dengan Xray dan/atau Pemeriksaan Fisik terlebih dahulu, sedangkan untuk jalur hijau tidak ada pemeriksaan lagi."
"Saya tidak ada declare barang di e-CD, mengapa saya kena jalur merah?",Penetapan jalur merah dapat dilakukan berdasarkan metode random check.
"Saya pilot/pramugari/air crew, apakah tidak ada jalur (prosedur) khusus untuk ke hijau?","Tidak ada jalur khusus, semua penumpang maupun awak sarana pengangkut melalui jalur (prosedur) yang sama. Selanjutnya akan ditetapkan oleh Petugas untuk masuk ke jalur merah atau hijau."
Kenapa saya disuruh ke jalur merah sedangkan teman rombongan saya ke jalur hijau?,Berdasarkan random check atau profiling oleh sistem kami menyatakan bahwa barang bawaan Saudara perlu diperiksa terlebih dahulu. Nanti setelah pemeriksaan Saudara dapat bertemu dengan rombongan Saudara kembali.
Apakah semua barang harus di X-ray?,"Ya. Apabila masuk jalur merah maka semua barang, termasuk koper bagasi, hand carry, dan bagasi kabin dilakukan pemeriksaan x-ray."
"Apakah perlu melepas jam tangan, ikat pinggang, dan sepatu?","Tidak perlu, hanya barang bawaan saja bukan barang yang dikenakan/dipakai."
